1,0,0,0
1,0,0,0
2,41,28.86,5.8
3,277.34,164.07,58.88
4,2.26,1.4,1.24
5,48.99,23.17,9.03
6,214.12,111.81,37.78
7,501.41,558.81,167.95
8,358.43,272.48,162.17
9,117.97,73.31,29.58
10,223.29,134.51,67.23
11,75.44,60.89,36.8
12,59.95,34.3,12.78
13,0.04,0.07,0
14,0.11,0.18,0.7
15,277.55,293.99,89.01
16,388.39,714.65,165.67
17,605.33,531.98,90.59
18,772.41,689.27,157.52
19,762.22,392.45,303.8
20,751.16,415.29,410.89
21,395.72,643.01,272.15
22,415.88,474.44,188.03
23,250.36,72.6,39.44
24,5,9.26,1.75
25,0.79,2.71,0.93
26,31.15,123,59.9
27,173.04,335.96,123.18
28,749.93,588.6,111.92
29,1072.69,526.46,150.11
30,625.67,422.45,333.89
31,164.06,294.08,175.85
32,654.56,390.05,183.38
33,317.3,111.31,86.73
34,60.86,265.75,24.94
35,102.74,889.36,138.63
36,30.64,317.93,177.96
37,365.98,279.39,100.96
38,852.95,371.04,226.56
39,1117.22,490.94,120.57
40,1044.84,688.01,141.89
41,1263.37,390.44,177.79
42,1580.35,378.96,141.86
43,488.23,132.15,69.43
44,12.38,128.18,13.68
45,29.29,264.67,133.86
46,342.63,444.95,119.06
47,918.19,677.02,199
48,934.42,571.72,110.58
49,1267.46,645.03,121.87
50,1375.51,231.71,68.42
51,1082.45,302.18,247.38
52,1500.64,370.49,126.18
53,21.86,6.62,2.78
54,0.07,0.77,0.6
55,6.82,47.49,126.27
56,14.32,65.92,216.53
57,240.79,369.38,172.1
58,873.9,784.46,169.44
59,810.45,714.4,133.2
60,1301.5,439.58,105.89
61,1620.77,123.74,49.61
62,1206.35,246.19,119.08
63,955.16,271.86,140.41
64,12.55,2.65,0.67
65,0,1.01,6.68
66,0.85,45.86,106.03
67,1.73,91.65,119.5
68,32.83,117.22,125.64
69,442.29,457.16,100.11
70,257.78,219.79,84.1
71,1480.1,208.57,202.41
72,1651.33,170.98,97.71
73,104.09,15.36,0.88
74,5.44,57.57,2.88
75,18.26,210.46,9.51
76,214.97,309.09,20.96
77,116.95,321.34,61.67
78,479.93,361.92,114.57
79,1507.77,184.15,104.38
80,922.79,62.23,34.45
81,16.59,153.54,97.06
82,9.39,259.69,35.69
83,688.6,441.36,81.07
84,1172.28,336.82,229.52
85,404.22,66.6,10.64
86,50.95,126.86,25.82
87,19.47,60.45,8.02
88,192.92,366.46,94.51
89,58.96,305.46,47.12
90,819.42,569.68,132.77
91,96.69,70.95,27.43
92,0.49,0.89,0.15
93,53.05,232.23,489.45
94,133.96,416.15,438.13
95,288.91,464,309.03
96,64.64,215.4,432.11
97,478.04,400.51,148.34
98,0.08,1.06,1.68
99,7.99,56.18,156.98
100,27.26,121.81,85.99
101,44.46,127.23,228.07
102,48.25,99.33,435.19
103,727.82,201.98,253.48
104,340.78,275.84,73.75
105,0.37,10.24,11.8
106,1.65,36.94,313.57
107,22.31,135.51,273.75
108,129.97,209.38,161.38
109,268.26,134.87,94.15
110,421.66,90.18,72.01
111,0.85,0.19,0.05
112,0.01,0.68,0
113,0.22,8.79,16.82
114,0.97,71.49,217.68
115,1.14,17.5,233.79
116,102.45,199.75,250.37
117,750.79,458.07,206.19
118,211.84,48.27,19.36
119,0.03,0.63,0
120,0.2,9.83,16.78
121,0.48,7.81,78.51
122,1.45,11.55,155.07
123,5.14,28.81,126.91
124,109.37,105.47,108.22
125,479.62,261.22,264.05
126,0.01,0.23,0.05
127,0.05,1.9,22.9
128,0.32,5.03,47.5
129,2.08,26.71,164.59
130,39.59,87.91,252.2
131,55.76,109.47,268.23
132,800.24,692.57,292.02
133,70.75,66.61,11.87
134,0,0,0
135,0.06,2.34,1.5
136,0.26,2.7,10.58
137,0.04,1.61,6.01
138,3.75,22.51,93.72
139,177.73,238.08,344.06
140,141.01,146.04,220.83
141,321.87,199.47,60.9
142,36.07,40.08,6.68
143,0,0,0
144,0,0,0
145,0.01,0.48,0.04
146,0,0.71,0.14
147,0.04,3.27,58.54
148,0.54,7.71,106.59
149,0.08,11.22,39.89
151,0,0,0
152,0,0,0.2
153,0,0.89,38.22
154,11.32,97.9,33.4
156,3.18,40.62,0.28
157,2.06,35.39,0.31
158,0.02,3.15,0.08
159,0.53,2.59,0
160,0,0,0
161,0.04,0.03,0
162,0.57,1.08,0
163,0.08,0.1,0
164,0.03,2.96,0
165,0.09,3.14,0
167,0,0,0
